text,text_bert,sentiment,label,pred_label
Benchmark says this roof supplier is a Buy,Benchmark says this roof supplier is a Buy,positive,2,positive
Bernstein turns bullish on VMware's valuation,Bernstein turns bullish on VMware s valuation,positive,2,positive
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,positive,2,positive
Best Buy stock price target raised to $105 from $86 at Oppenheimer,Best Buy stock price target raised to $105 from $86 at Oppenheimer,positive,2,positive
Biogen stock price target raised to $392 from $320 at Instinet,Biogen stock price target raised to $392 from $320 at Instinet,positive,2,positive
Biogen stock price target raised to $410 from $350 at SVB Leerink,Biogen stock price target raised to $410 from $350 at SVB Leerink,positive,2,positive
Boeing stock price target raised to $427 from $406 at CFRA,Boeing stock price target raised to $427 from $406 at CFRA,positive,2,positive
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week","BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",positive,2,positive
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions","Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",positive,2,positive
BTIG expects Domino's to boost buybacks,BTIG expects Domino s to boost buybacks,positive,2,positive
BTIG sees 'material improvement' to Ocwen book value,BTIG sees material improvement to Ocwen book value,positive,2,positive
"Bull sees 2020 upsides for MU, WDC","Bull sees 2020 upsides for MU, WDC",positive,2,positive
Cabot upgraded to buy from neutral at UBS,Cabot upgraded to buy from neutral at UBS,positive,2,positive
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53","Canada Goose upgraded to outperform from neutral at Baird, price target C$53",positive,2,positive
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,Capital Southwest initiated at outperform at Raymond James with $23.50 price target,positive,2,positive
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,positive,2,positive
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,positive,2,positive
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,positive,2,positive
Ciena stock price target raised to $47 vs. $43 at Instinet,Ciena stock price target raised to $47 vs. $43 at Instinet,positive,2,positive
Citi gives big boost to Deere PT,Citi gives big boost to Deere PT,positive,2,positive
Citi reels in PT on Nu Skin,Citi reels in PT on Nu Skin,positive,2,positive
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",CITRON SAYS IT S LONG ON LUCKIN COFFEE MW vs CItron,positive,2,positive
CNH Industrial upped to Buy at Deutsche Bank on valuation,CNH Industrial upped to Buy at Deutsche Bank on valuation,positive,2,positive
Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,positive,2,positive
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,positive,2,positive
CSX stock price target raised to $90 from $72 at Deutsche Bank,CSX stock price target raised to $90 from $72 at Deutsche Bank,positive,2,positive
CSX upgraded to buy from hold at Deutsche Bank,CSX upgraded to buy from hold at Deutsche Bank,positive,2,positive
CVS Health stock price target raised to $90 from $85 at SunTrust RH,CVS Health stock price target raised to $90 from $85 at SunTrust RH,positive,2,positive
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,positive,2,positive
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,positive,2,positive
DLH Holdings maintained as buy with $7 price target at Canaccord,DLH Holdings maintained as buy with $7 price target at Canaccord,positive,2,positive
Domtar upgraded to market perform at BMO Capital,Domtar upgraded to market perform at BMO Capital,positive,2,positive
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,positive,2,positive
"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25","Earnings Update Here s Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",positive,2,positive
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,Earnings Update Here s Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,positive,2,positive
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104","Earnings Update Here s Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",positive,2,positive
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,positive,2,positive
Edgewell stock price target raised to $41 from $33 at CFRA,Edgewell stock price target raised to $41 from $33 at CFRA,positive,2,positive
Elastic upgraded to buy from hold at Canaccord Genuity,Elastic upgraded to buy from hold at Canaccord Genuity,positive,2,positive
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50","Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",positive,2,positive
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41","Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",positive,2,positive
Energizer shakes off JPMorgan's bear call,Energizer shakes off JPMorgan s bear call,positive,2,positive
Equity Lifestyle Properties upgraded to outperform at BMO Capital,Equity Lifestyle Properties upgraded to outperform at BMO Capital,positive,2,positive
Estee Lauder stock price target raised to $238 from $202 at Raymond James,Estee Lauder stock price target raised to $238 from $202 at Raymond James,positive,2,positive
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,positive,2,positive
FedEx stock price target raised to $168 from $163 at BofA Securities,FedEx stock price target raised to $168 from $163 at BofA Securities,positive,2,positive
FleetCor stock price target raised to $325 from $310 at CFRA,FleetCor stock price target raised to $325 from $310 at CFRA,positive,2,positive
Ford's electric SUV impresses Credit Suisse,Ford s electric SUV impresses Credit Suisse,positive,2,positive
Fortinet stock price target raised to $115 from $104 at BMO Capital,Fortinet stock price target raised to $115 from $104 at BMO Capital,positive,2,positive
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,positive,2,positive
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions","Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",positive,2,positive
Goldman adds Workday to conviction list; shares +1%,Goldman adds Workday to conviction list shares +1%,positive,2,positive
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run","Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",positive,2,positive
GrubHub stock price target raised to $40 from $34 at Oppenheimer,GrubHub stock price target raised to $40 from $34 at Oppenheimer,positive,2,positive
GrubHub stock price target raised to $60 from $30 at Susquehanna,GrubHub stock price target raised to $60 from $30 at Susquehanna,positive,2,positive
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,Hasbro upgraded on earnings growth potential from Entertainment One acquisition,positive,2,positive
"Hasbro upgraded to buy from neutral at UBS, price target $117","Hasbro upgraded to buy from neutral at UBS, price target $117",positive,2,positive
Heat Biologics started at buy with $1 stock price target at Maxim Group,Heat Biologics started at buy with $1 stock price target at Maxim Group,positive,2,positive
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225","Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",positive,2,positive
Humana stock price target raised to $363 from $319 at Deutsche Bank,Humana stock price target raised to $363 from $319 at Deutsche Bank,positive,2,positive
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,Huntsman named Conviction Buy at Goldman in chemical sector shuffle,positive,2,positive
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,positive,2,positive
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,positive,2,positive
Invitae Corp. maintained as buy at Benchmark,Invitae Corp. maintained as buy at Benchmark,positive,2,positive
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,positive,2,positive
Jabil stock price target raised to $47 from $36 at CFRA,Jabil stock price target raised to $47 from $36 at CFRA,positive,2,positive
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,Jefferies analysts lifted Tesla TSLA_TICKER shares to buy while paring the price target 19%.,positive,2,positive
JPMorgan likes Bausch Health in premarket analyst action,JPMorgan likes Bausch Health in premarket analyst action,positive,2,positive
JPMorgan out bullish on Uber's upside potential,JPMorgan out bullish on Uber s upside potential,positive,2,positive
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,positive,2,positive
L3Harris started at buy with $280 stock price target at Benchmark,L3Harris started at buy with $280 stock price target at Benchmark,positive,2,positive
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,positive,2,positive
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,positive,2,positive
Lovesac maintained as buy at Canaccord,Lovesac maintained as buy at Canaccord,positive,2,positive
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,Lululemon stock price target raised to $260 vs. $222 at Susquehanna,positive,2,positive
Lyft stock gets an upgrade due to competitive positioning,Lyft stock gets an upgrade due to competitive positioning,positive,2,neutral
LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,positive,2,positive
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,Magnolia Oil Gas started at overweight with $14 stock price target at KeyBanc Capital,positive,2,positive
Mesa Air reiterated as outperform at Cowen,Mesa Air reiterated as outperform at Cowen,positive,2,positive
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,positive,2,positive
Mizuho raises Intel on aggressive price cuts,Mizuho raises Intel on aggressive price cuts,positive,2,positive
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,positive,2,positive
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,Morgan Stanley analyst Joseph Moore upgraded NVIDIA NASDAQ NVDA_TICKER from Equalweight to Overweight with a price tar,positive,2,positive
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,positive,2,positive
Morgan Stanley joins mortgage sector bulls,Morgan Stanley joins mortgage sector bulls,positive,2,positive
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,Morgan Stanley Raises Fortinet s Price Target After Bullish Analyst Day,positive,2,positive
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,Morgan Stanley upgrades NVIDIA NVDA_TICKER from Equal-Weight to Overweight and announces $259 price target.,positive,2,positive
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj","Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be a return to solid growth",positive,2,positive
"Munster Doubles Down, Says Apple Has 40% Upside This Year","Munster Doubles Down, Says Apple Has 40% Upside This Year",positive,2,positive
New bull sees 22% upside for Splunk,New bull sees 22% upside for Splunk,positive,2,positive
New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,New for subscribers Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest...,positive,2,positive
Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,positive,2,positive
